incident_zip,total_complaints,AHV Inspection Unit,APPLIANCE,Abandoned Bike,Abandoned Vehicle,Air Quality,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bench,Bike Rack,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Broken Parking Meter,Building Condition,Building Drinking Water Tank,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Commercial Disposal Complaint,Construction Lead Dust,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DOOR/WINDOW,Damaged Tree,Day Care,Dead Animal,Dead/Dying Tree,Derelict Vehicles,Dirty Condition,Disorderly Youth,Drinking,Drinking Water,Drug Activity,Dumpster Complaint,E-Scooter,ELECTRIC,ELEVATOR,Electrical,Elevator,Emergency Response Team (ERT),Encampment,FLOORING/STAIRS,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Dumping,Illegal Fireworks,Illegal Parking,Illegal Posting,Illegal Tree Damage,Incorrect Data,Indoor Air Quality,Indoor Sewage,Industrial Waste,Institution Disposal Complaint,Investigations and Discipline (IAD),Lead,LinkNYC,Litter Basket Complaint,Litter Basket Request,Lost Property,Lot Condition,Maintenance or Facility,Missed Collection,Mobile Food Vendor,Mold,Mosquitoes,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Obstruction,Outdoor Dining,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Pet Shop,Plant,Plumbing,Posting Advertisement,Public Toilet,Real Time Enforcement,Recycling Basket Complaint,Residential Disposal Complaint,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,Sanitation Worker or Vehicle Complaint,Scaffold Safety,School Maintenance,Sewer,Sidewalk Condition,Smoking or Vaping,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Street Sweeping Complaint,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Report,Tobacco or Non-Tobacco Sale,Traffic,Traffic Signal Condition,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Unspecified,Uprooted Stump,Urinating in Public,Vendor Enforcement,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Wayfinding,Wood Pile Remaining,top_complaint,top_complaint_count,NAME,total_population,median_income,poverty_universe,below_poverty,white_alone,black_alone,hispanic,poverty_rate
10000,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Street Light Condition,13,,,,,,,,,
10001,632,0,0,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,1,6,0,0,1,3,0,0,0,0,2,13,0,0,0,0,4,0,1,2,0,1,1,112,0,8,4,9,0,0,1,6,3,0,0,3,0,1,15,0,0,5,0,48,0,0,0,4,0,0,0,0,2,0,1,1,12,0,0,2,4,0,0,0,15,20,0,0,0,42,16,6,3,0,0,5,6,0,4,2,3,0,0,0,0,0,4,0,6,2,0,1,1,0,1,5,2,0,0,1,0,10,7,0,0,1,0,0,18,0,2,0,3,20,5,0,0,0,0,0,0,0,124,0,4,0,0,3,0,0,Vendor Enforcement,124,ZCTA5 10001,25026.0,96787.0,24140.0,2798.0,15880.0,1619.0,3925.0,0.11590720795360397
10002,856,0,4,2,5,1,0,8,1,2,0,0,0,0,0,4,1,1,0,0,1,0,0,1,1,2,0,0,2,5,3,0,0,0,4,10,0,1,0,1,0,0,17,0,0,3,1,33,1,8,0,13,0,0,5,6,54,0,0,18,0,0,6,0,0,3,0,68,0,2,0,5,0,0,0,0,2,0,1,0,2,0,10,4,0,0,0,0,46,112,3,1,6,155,59,12,10,0,0,5,11,0,2,6,5,0,0,0,0,0,2,0,13,3,0,6,0,0,0,1,5,3,0,1,1,14,8,2,0,1,0,0,7,1,0,0,1,11,10,0,0,0,0,0,0,0,1,1,4,2,0,3,0,0,Noise - Residential,155,ZCTA5 10002,74363.0,35607.0,73597.0,20257.0,23574.0,6645.0,19155.0,0.2752421973721755
10003,686,0,2,1,0,4,0,0,2,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,2,6,0,0,0,0,1,0,2,1,0,10,0,1,0,3,3,0,2,0,0,0,1,79,1,5,2,41,0,0,6,11,11,0,0,28,0,1,36,0,0,5,0,48,0,3,0,2,0,0,0,0,1,0,3,1,2,0,7,8,1,0,0,0,20,37,1,0,13,38,87,8,4,0,0,6,3,0,0,13,4,0,0,0,0,0,5,0,10,1,1,0,0,0,0,1,3,0,0,2,0,15,1,1,2,0,1,0,6,0,0,0,0,8,14,0,0,0,4,0,0,2,3,4,5,0,0,13,0,0,Noise - Street/Sidewalk,87,ZCTA5 10003,54671.0,129981.0,45570.0,4040.0,39951.0,2759.0,4732.0,0.08865481676541584
10004,265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,27,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,34,35,0,0,0,15,2,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,1,98,1,0,0,0,0,0,0,Vendor Enforcement,98,ZCTA5 10004,3310.0,204949.0,3310.0,93.0,2259.0,160.0,193.0,0.028096676737160122
10005,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,6,1,0,0,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,Vendor Enforcement,32,ZCTA5 10005,8664.0,184681.0,8664.0,653.0,6326.0,174.0,529.0,0.07536934441366575
10006,97,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,Vendor Enforcement,38,ZCTA5 10006,3260.0,185268.0,3260.0,205.0,2291.0,156.0,287.0,0.06288343558282208
10007,158,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,19,0,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,2,0,0,1,2,2,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,40,2,0,0,0,2,0,0,Vendor Enforcement,40,ZCTA5 10007,7566.0,250001.0,6694.0,100.0,5784.0,623.0,1110.0,0.014938751120406334
10009,564,0,2,2,3,0,0,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,1,1,9,0,0,0,0,0,0,1,0,0,5,2,19,2,6,0,16,0,0,2,13,13,0,0,33,0,0,12,0,0,2,0,31,1,3,0,0,0,0,0,0,3,0,0,0,7,0,8,4,0,0,0,0,20,25,1,0,2,83,56,22,8,0,0,1,5,1,14,13,6,0,0,1,0,0,2,0,14,8,0,4,0,0,0,2,1,2,0,3,1,6,3,0,0,0,4,0,1,0,0,0,0,5,11,2,0,0,0,0,0,0,0,1,7,1,0,9,0,0,Noise - Residential,83,ZCTA5 10009,58267.0,68220.0,58212.0,14134.0,34556.0,4581.0,13476.0,0.24280217137359994
10010,306,0,0,2,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,15,0,1,0,0,0,0,2,0,0,1,0,46,0,3,2,4,0,0,0,2,2,0,0,21,0,0,16,0,0,2,0,26,0,0,0,2,0,0,0,0,4,0,0,0,4,0,5,4,1,0,0,0,21,6,0,0,0,20,19,2,1,0,0,1,6,0,1,4,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,Encampment,46,ZCTA5 10010,34763.0,139188.0,32321.0,3259.0,23667.0,3810.0,3138.0,0.10083227622907708
10011,799,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,7,0,7,0,1,1,1,0,0,1,0,0,48,0,5,0,3,0,0,2,0,0,1,0,155,0,8,1,4,0,1,5,31,0,0,0,14,0,0,33,0,0,7,0,29,0,2,0,4,0,1,0,0,3,0,0,0,9,0,3,13,10,0,0,0,23,22,1,0,1,56,47,5,48,0,0,8,11,0,1,3,20,1,0,2,0,0,6,0,19,3,0,1,0,0,0,3,4,15,0,5,0,16,2,0,1,0,0,0,4,0,0,0,0,6,21,0,0,0,0,0,0,0,10,0,2,0,0,4,0,0,Encampment,155,ZCTA5 10011,50228.0,136208.0,48479.0,4706.0,39014.0,2303.0,6875.0,0.09707295942573073
10012,432,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,0,1,0,0,0,0,2,2,1,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,22,2,2,0,16,0,0,0,8,14,0,0,16,0,1,12,0,0,4,0,51,0,2,0,0,0,0,0,0,1,0,0,0,6,0,2,9,0,0,0,1,8,27,0,0,0,26,49,4,4,0,0,15,15,1,2,4,0,0,0,0,0,0,4,0,11,3,1,0,0,0,0,2,3,1,0,3,0,8,11,1,1,0,0,0,4,0,0,0,0,7,9,0,0,0,0,0,0,0,7,0,2,1,0,2,0,0,Illegal Parking,51,ZCTA5 10012,23034.0,110490.0,21814.0,2397.0,17165.0,613.0,1915.0,0.10988356101586137
10013,455,0,0,0,2,3,0,0,1,0,0,0,0,1,0,6,0,1,0,0,2,0,0,1,2,3,0,0,2,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,1,2,20,0,8,1,7,0,0,1,9,6,0,0,4,0,0,24,0,0,2,0,53,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,12,0,0,0,0,11,42,0,0,0,79,35,3,2,0,0,5,18,0,1,0,3,0,0,0,0,0,0,0,6,2,0,0,0,0,0,3,5,0,0,6,0,14,2,0,1,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,14,0,1,3,0,1,0,0,Noise - Residential,79,ZCTA5 10013,28657.0,130675.0,26826.0,2352.0,17734.0,940.0,1905.0,0.08767613509282039
10014,493,0,1,0,2,6,0,1,1,0,0,0,0,0,0,4,2,4,0,0,1,0,0,0,0,3,0,0,2,1,3,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,19,1,8,0,14,0,0,3,13,1,0,0,95,0,1,11,0,0,4,0,37,1,3,0,0,0,0,0,0,0,0,0,2,6,0,10,4,2,0,0,0,30,14,2,0,3,22,21,10,0,0,0,8,28,0,1,1,5,0,0,0,0,0,0,0,7,4,0,0,0,0,0,1,3,0,0,3,0,30,4,1,0,0,0,0,5,0,0,0,1,2,5,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,HEAT/HOT WATER,95,ZCTA5 10014,29071.0,136154.0,28730.0,1666.0,25470.0,484.0,2405.0,0.05798816568047337
10016,586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,5,0,0,2,2,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,2,1,28,1,6,2,13,0,0,3,4,8,0,0,18,0,0,22,0,0,6,0,40,0,3,0,2,0,0,0,0,0,0,0,3,6,0,3,18,0,0,0,0,36,12,33,0,1,67,71,7,4,0,0,0,3,0,1,31,2,0,0,4,0,0,1,0,6,6,2,0,1,0,0,2,2,3,0,1,1,23,2,1,0,0,0,0,4,0,0,0,2,2,10,0,0,0,0,0,0,0,8,3,3,1,0,15,0,0,Noise - Street/Sidewalk,71,ZCTA5 10016,52912.0,124647.0,51681.0,3951.0,36986.0,1764.0,6706.0,0.07644975909908865
10017,231,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,3,1,5,0,0,0,4,4,0,0,21,0,0,22,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,1,0,0,0,27,1,0,0,0,6,1,2,1,1,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,2,0,7,2,0,0,3,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,Vendor Enforcement,40,ZCTA5 10017,16065.0,130417.0,16048.0,1138.0,11723.0,437.0,686.0,0.07091226321036889
10018,195,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,1,0,8,0,4,3,4,0,0,1,2,0,0,0,1,0,0,11,0,0,2,0,19,1,0,0,1,0,0,0,0,2,0,0,0,3,1,0,3,0,0,0,0,9,20,0,0,0,4,8,0,4,1,0,4,0,0,0,0,7,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,0,0,0,0,5,2,1,0,0,0,0,14,0,1,0,0,6,2,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,Noise - Commercial,20,ZCTA5 10018,8135.0,136360.0,8118.0,953.0,4693.0,310.0,1191.0,0.11739344666173934
10019,759,0,3,0,0,5,0,1,1,0,0,0,0,0,1,3,2,7,0,0,4,1,0,0,0,12,1,0,1,4,0,0,0,0,0,22,0,0,0,4,0,0,4,0,0,2,0,88,1,3,3,28,0,0,11,3,4,0,0,25,0,0,40,0,0,7,0,84,0,0,0,8,0,0,0,0,3,0,0,1,9,0,6,1,7,0,0,0,31,27,1,0,0,41,43,35,26,0,1,3,0,0,2,10,6,0,0,1,0,0,0,0,8,4,0,1,0,0,1,1,3,4,0,1,0,13,7,0,1,0,0,0,9,0,4,0,0,10,15,0,0,0,0,0,0,0,34,2,2,0,1,1,0,0,Encampment,88,ZCTA5 10019,45521.0,101651.0,45366.0,5389.0,30126.0,2453.0,8011.0,0.118789401754618
10020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Commercial Disposal Complaint,3,ZCTA5 10020,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,
10021,285,0,0,1,3,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0,0,1,0,1,8,0,0,0,0,1,0,2,0,0,0,0,7,1,4,0,1,0,0,2,6,1,0,0,17,0,1,3,0,0,2,0,44,0,2,0,1,0,2,0,0,3,0,0,1,7,0,0,7,0,0,0,0,14,4,0,1,0,17,15,2,1,0,0,1,1,0,2,9,0,0,0,0,0,0,0,0,7,1,1,1,2,0,0,2,3,1,0,1,0,9,2,1,0,0,1,0,5,0,0,0,0,7,3,0,0,0,0,0,0,0,10,0,0,0,0,19,0,0,Illegal Parking,44,ZCTA5 10021,42253.0,130968.0,41742.0,2193.0,35183.0,119.0,2165.0,0.05253701308035073
10022,267,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,10,0,0,1,3,3,0,0,5,0,0,11,1,0,2,0,32,0,1,0,0,0,0,0,0,9,0,0,1,9,0,7,4,3,1,0,0,12,3,0,0,0,26,2,1,1,0,0,5,0,1,2,3,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,6,1,0,1,0,23,3,1,1,1,0,0,4,0,0,0,2,7,6,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,Illegal Parking,32,ZCTA5 10022,31574.0,138661.0,31123.0,1581.0,26359.0,435.0,3069.0,0.050798444879992286
10023,583,0,1,0,1,3,0,0,2,1,0,0,0,0,0,2,0,5,0,0,2,0,0,0,0,1,0,0,3,5,1,0,0,3,2,9,0,0,0,0,0,0,2,0,0,2,0,12,0,8,0,8,0,0,1,6,0,0,0,5,0,0,43,0,0,1,0,41,0,1,0,1,0,0,0,0,4,0,0,2,8,0,1,6,3,0,0,0,17,10,162,0,2,24,14,4,0,0,0,0,3,2,2,8,14,0,0,1,0,0,5,1,6,5,2,1,8,0,0,5,5,2,0,0,0,16,5,1,0,0,0,0,5,0,0,0,1,1,4,0,0,0,0,0,0,0,9,1,1,1,0,39,0,0,Noise - Helicopter,162,ZCTA5 10023,62228.0,137347.0,60625.0,4010.0,48343.0,2776.0,5283.0,0.06614432989690722
10024,447,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,4,0,0,3,0,0,2,0,1,0,0,2,5,4,0,0,1,1,10,0,0,0,1,0,0,2,0,0,4,1,8,4,6,1,1,0,0,3,3,0,0,0,22,0,2,17,0,0,2,0,59,0,2,0,1,0,0,0,0,1,0,0,0,1,0,3,4,0,0,0,0,40,20,5,0,0,43,16,8,2,0,0,4,3,2,7,5,0,0,0,0,0,0,3,0,25,16,0,2,1,0,0,1,2,1,0,0,0,18,1,0,0,0,0,0,3,0,1,0,0,12,10,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,Illegal Parking,59,ZCTA5 10024,60714.0,137126.0,60051.0,4803.0,50515.0,1773.0,6555.0,0.07998201528700605
10025,805,0,7,0,2,9,0,10,2,0,0,0,0,0,1,1,2,3,0,1,1,0,1,0,0,6,0,0,2,15,2,1,2,3,1,10,0,7,0,2,3,0,5,0,0,13,2,5,6,4,0,3,0,0,9,15,0,0,0,73,0,0,6,0,0,6,0,54,0,0,0,2,1,0,0,1,8,0,1,1,5,0,17,3,0,0,0,0,39,7,14,0,0,111,77,22,3,0,0,1,0,1,16,29,1,0,0,0,0,0,0,0,26,27,1,4,1,0,0,2,9,1,0,3,0,7,4,4,0,0,1,0,1,0,0,0,0,10,28,0,0,1,0,0,0,0,1,3,9,2,0,5,0,0,Noise - Residential,111,ZCTA5 10025,92162.0,99067.0,87706.0,13105.0,59085.0,9754.0,21867.0,0.14941965201924612
10026,726,0,7,0,4,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,4,0,0,0,11,2,0,4,0,9,14,0,0,0,1,0,0,7,0,1,0,3,0,6,1,2,5,0,0,8,7,1,0,0,103,0,0,5,1,0,8,0,42,0,2,0,3,0,0,0,0,0,0,0,0,0,0,13,7,1,0,0,0,20,34,0,0,7,73,167,10,2,0,0,1,0,0,17,17,3,0,0,0,0,0,2,0,11,6,0,1,0,0,1,1,4,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,9,0,0,5,0,0,Noise - Street/Sidewalk,167,ZCTA5 10026,38937.0,64716.0,38591.0,7921.0,9971.0,20310.0,7607.0,0.20525511129537974
10027,794,0,7,0,6,2,0,1,1,0,0,0,0,0,0,5,1,0,0,0,4,3,0,0,1,1,0,0,4,12,1,0,0,0,3,16,0,0,1,2,0,0,12,2,0,14,0,11,3,4,2,0,0,0,5,4,8,0,0,72,0,0,3,0,0,8,0,59,0,0,0,4,0,0,0,0,1,0,0,0,0,0,6,9,0,0,0,0,10,51,0,0,83,56,119,7,5,0,0,2,0,0,13,15,1,0,0,1,0,0,1,0,8,10,1,3,1,0,0,1,6,3,0,1,0,7,6,1,0,0,2,2,1,0,0,1,2,13,36,1,0,0,2,0,0,0,1,1,15,0,1,6,0,0,Noise - Street/Sidewalk,119,ZCTA5 10027,64728.0,57010.0,57849.0,13049.0,19471.0,25429.0,16263.0,0.22557001849643035
10028,351,0,0,0,3,3,1,15,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,4,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,5,1,13,2,2,0,0,3,3,1,0,0,4,0,1,12,0,0,1,0,26,0,2,0,0,0,0,0,0,2,0,0,1,1,0,26,6,1,0,0,0,33,19,3,0,5,11,8,2,4,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,10,9,0,1,0,0,0,1,7,2,0,1,0,8,1,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,9,0,0,0,3,41,1,0,0,0,0,0,Violation of Park Rules,41,ZCTA5 10028,47962.0,131013.0,47947.0,2524.0,40441.0,847.0,3548.0,0.05264145827684735
10029,809,0,4,2,8,2,0,1,6,0,0,0,0,0,1,3,0,4,0,0,2,0,0,0,0,1,0,0,2,16,1,1,2,2,4,23,0,2,0,1,0,0,3,0,0,10,1,3,11,9,0,2,0,0,10,10,5,1,0,83,0,0,5,1,0,1,0,36,0,1,0,3,0,0,0,1,2,0,0,0,0,0,2,8,1,0,0,0,21,19,0,0,2,176,111,11,1,0,0,2,0,1,20,20,4,0,0,0,0,0,2,0,6,13,0,6,0,0,2,4,5,3,0,1,0,3,5,0,2,0,2,0,0,0,0,0,1,5,40,0,0,0,0,0,0,0,5,0,12,0,1,6,0,0,Noise - Residential,176,ZCTA5 10029,74617.0,33801.0,71942.0,22366.0,23188.0,23400.0,33471.0,0.3108893275138306
10030,609,0,11,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,7,1,0,2,0,0,2,0,0,0,1,0,0,6,0,0,2,1,15,6,0,2,0,0,0,4,0,2,0,0,92,0,0,7,0,0,3,0,24,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,6,27,0,0,1,109,112,6,11,0,0,3,0,0,15,9,0,0,0,0,0,0,0,0,4,8,0,5,0,0,0,1,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,Noise - Street/Sidewalk,112,ZCTA5 10030,30996.0,45555.0,30893.0,8250.0,5412.0,18542.0,8564.0,0.2670507882044476
10031,1182,0,6,0,3,1,0,1,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,4,0,0,0,20,1,0,2,1,6,4,0,4,0,2,0,0,20,0,0,11,0,0,29,0,0,1,0,0,12,4,46,0,0,94,0,1,2,0,0,6,2,173,0,6,0,0,0,0,0,0,0,1,1,0,0,0,4,7,0,0,0,0,17,49,0,2,2,173,181,17,8,0,0,2,1,1,52,44,2,0,0,1,0,0,1,0,9,22,1,2,0,0,0,3,1,4,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,1,0,0,0,1,0,24,1,2,5,0,0,Noise - Street/Sidewalk,181,ZCTA5 10031,60280.0,55721.0,60195.0,14089.0,17993.0,17271.0,29950.0,0.23405598471633857
10032,867,0,7,0,13,1,0,2,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,19,4,0,1,0,8,25,0,1,0,0,0,0,6,3,0,4,0,2,15,1,1,1,0,0,15,3,3,0,0,138,0,0,3,0,0,3,0,91,0,1,0,0,0,0,0,1,0,0,0,2,1,0,7,4,0,0,0,0,8,14,0,1,0,69,156,34,6,0,1,0,0,1,34,23,3,0,0,0,0,0,0,0,6,12,0,4,1,0,0,1,1,0,0,0,0,12,6,1,0,0,2,0,1,0,0,0,0,5,42,1,0,1,0,0,0,0,7,1,16,0,0,0,0,0,Noise - Street/Sidewalk,156,ZCTA5 10032,59527.0,53690.0,58425.0,10840.0,16262.0,10803.0,39054.0,0.1855370132648695
10033,738,0,6,0,1,1,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,10,1,0,0,0,6,2,0,1,0,2,2,0,2,1,1,5,1,1,14,0,1,3,0,0,13,4,3,0,0,74,0,0,3,0,0,3,0,61,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,21,55,0,0,0,141,88,25,1,0,0,1,1,0,21,24,1,0,0,0,2,0,2,0,9,7,0,3,0,0,1,2,3,3,0,0,0,5,3,1,2,0,2,0,0,0,0,1,11,2,38,0,0,0,0,0,0,0,2,0,12,0,0,2,0,0,Noise - Residential,141,ZCTA5 10033,58648.0,66902.0,57675.0,9704.0,23458.0,5118.0,39008.0,0.1682531426094495
10034,649,0,6,0,2,2,0,2,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,2,0,0,0,12,1,0,0,0,1,3,0,0,0,2,0,0,4,0,0,1,0,9,10,1,1,0,0,0,6,3,2,0,0,108,0,1,2,0,0,4,0,70,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,15,23,0,0,3,84,78,29,2,0,0,0,0,1,24,15,1,0,0,0,0,0,1,0,13,5,1,8,0,0,0,1,3,1,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,3,29,0,0,1,1,0,0,0,13,2,7,1,2,2,0,0,HEAT/HOT WATER,108,ZCTA5 10034,41933.0,63556.0,41780.0,7207.0,14749.0,5837.0,29248.0,0.172498803255146
